//**Error Message,Error Code,Error defined in .h,Error description in Chinese,Error description in English,Is in CIM
//**Common Qlib,,,,,
Qlib_Connect_Phone_Fail,QLIB0000,ERR_QLIB_PHONE_CONNECT,Qlib 函数 Qlib_Connect_Phone 执行失败,Function Qlib_Connect_Phone execute fail,Y
L41L013_LTETest_MaxInput_Fail,L41L0130,ERR_LTETEST_MAX_INPUT,LTE41 低频max input level 测试失败,LTE41 Low-CH Max input level test fail,Y
L01M013_LTETest_MaxInput_Fail,L01M0130,ERR_LTETEST_MAX_INPUT,LTE01 中频max input level 测试失败,LTE01 Max input level test fail,Y
L03M013_LTETest_MaxInput_Fail,L03M0130,ERR_LTETEST_MAX_INPUT,LTE03 中频max input level 测试失败,LTE03 Max input level test fail,Y
L07M013_LTETest_MaxInput_Fail,L07M0130,ERR_LTETEST_MAX_INPUT,LTE07 中频max input level 测试失败,LTE07 Max input level test fail,Y
L08M013_LTETest_MaxInput_Fail,L08M0130,ERR_LTETEST_MAX_INPUT,LTE08 中频max input level 测试失败,LTE08 Max input level test fail,Y
L20M013_LTETest_MaxInput_Fail,L20M0130,ERR_LTETEST_MAX_INPUT,LTE20 中频max input level 测试失败,LTE20 Max input level test fail,Y
L28M013_LTETest_MaxInput_Fail,L28M0130,ERR_LTETEST_MAX_INPUT,LTE28 中频max input level 测试失败,LTE28 Max input level test fail,Y
L41M013_LTETest_MaxInput_Fail,L41M0130,ERR_LTETEST_MAX_INPUT,LTE41 中频max input level 测试失败,LTE41 Max input level test fail,Y
L01H013_LTETest_MaxInput_Fail,L01H0130,ERR_LTETEST_MAX_INPUT,LTE01 高频max input level 测试失败,LTE01 High-CH Max input level test fail,Y
L03H013_LTETest_MaxInput_Fail,L03H0130,ERR_LTETEST_MAX_INPUT,LTE03 高频max input level 测试失败,LTE03 High-CH Max input level test fail,Y
L07H013_LTETest_MaxInput_Fail,L07H0130,ERR_LTETEST_MAX_INPUT,LTE07 高频max input level 测试失败,LTE07 High-CH Max input level test fail,Y
L08H013_LTETest_MaxInput_Fail,L08H0130,ERR_LTETEST_MAX_INPUT,LTE08 高频max input level 测试失败,LTE08 High-CH Max input level test fail,Y
L20H013_LTETest_MaxInput_Fail,L20H0130,ERR_LTETEST_MAX_INPUT,LTE20 高频max input level 测试失败,LTE20 High-CH Max input level test fail,Y
L28H013_LTETest_MaxInput_Fail,L28H0130,ERR_LTETEST_MAX_INPUT,LTE28 高频max input level 测试失败,LTE28 High-CH Max input level test fail,Y
L41H013_LTETest_MaxInput_Fail,L41H0130,ERR_LTETEST_MAX_INPUT,LTE41 高频max input level 测试失败,LTE41 High-CH Max input level test fail,Y
L01L014_LTETest_IEM_Fail,L01L0140,ERR_LTETEST_IEM,LTE01 低频in-band emission 测试失败,LTE01 Low-CH in-band emission test fail,Y
L03L014_LTETest_IEM_Fail,L03L0140,ERR_LTETEST_IEM,LTE03 低频in-band emission 测试失败,LTE03 Low-CH in-band emission test fail,Y
L07L014_LTETest_IEM_Fail,L07L0140,ERR_LTETEST_IEM,LTE07 低频in-band emission 测试失败,LTE07 Low-CH in-band emission test fail,Y
L08L014_LTETest_IEM_Fail,L08L0140,ERR_LTETEST_IEM,LTE08 低频in-band emission 测试失败,LTE08 Low-CH in-band emission test fail,Y
L20L014_LTETest_IEM_Fail,L20L0140,ERR_LTETEST_IEM,LTE20 低频in-band emission 测试失败,LTE20 Low-CH in-band emission test fail,Y
L28L014_LTETest_IEM_Fail,L28L0140,ERR_LTETEST_IEM,LTE28 低频in-band emission 测试失败,LTE28 Low-CH in-band emission test fail,Y
L41L014_LTETest_IEM_Fail,L41L0140,ERR_LTETEST_IEM,LTE41 低频in-band emission 测试失败,LTE41 Low-CH in-band emission test fail,Y
L01M014_LTETest_IEM_Fail,L01M0140,ERR_LTETEST_IEM,LTE01 中频in-band emission 测试失败,LTE01 Mid-CH in-band emission test fail,Y
L03M014_LTETest_IEM_Fail,L03M0140,ERR_LTETEST_IEM,LTE03 中频in-band emission 测试失败,LTE03 Mid-CH in-band emission test fail,Y
L07M014_LTETest_IEM_Fail,L07M0140,ERR_LTETEST_IEM,LTE07 中频in-band emission 测试失败,LTE07 Mid-CH in-band emission test fail,Y
L08M014_LTETest_IEM_Fail,L08M0140,ERR_LTETEST_IEM,LTE08 中频in-band emission 测试失败,LTE08 Mid-CH in-band emission test fail,Y
L20M014_LTETest_IEM_Fail,L20M0140,ERR_LTETEST_IEM,LTE20 中频in-band emission 测试失败,LTE20 Mid-CH in-band emission test fail,Y
L28M014_LTETest_IEM_Fail,L28M0140,ERR_LTETEST_IEM,LTE28 中频in-band emission 测试失败,LTE28 Mid-CH in-band emission test fail,Y
L41M014_LTETest_IEM_Fail,L41M0140,ERR_LTETEST_IEM,LTE41 中频in-band emission 测试失败,LTE41 Mid-CH in-band emission test fail,Y
L01H014_LTETest_IEM_Fail,L01H0140,ERR_LTETEST_IEM,LTE01 高频in-band emission 测试失败,LTE01 High-CH in-band emission test fail,Y
L03H014_LTETest_IEM_Fail,L03H0140,ERR_LTETEST_IEM,LTE03 高频in-band emission 测试失败,LTE03 High-CH in-band emission test fail,Y
L07H014_LTETest_IEM_Fail,L07H0140,ERR_LTETEST_IEM,LTE07 高频in-band emission 测试失败,LTE07 High-CH in-band emission test fail,Y
L08H014_LTETest_IEM_Fail,L08H0140,ERR_LTETEST_IEM,LTE08 高频in-band emission 测试失败,LTE08 High-CH in-band emission test fail,Y
L20H014_LTETest_IEM_Fail,L20H0140,ERR_LTETEST_IEM,LTE20 高频in-band emission 测试失败,LTE20 High-CH in-band emission test fail,Y
L28H014_LTETest_IEM_Fail,L28H0140,ERR_LTETEST_IEM,LTE28 高频in-band emission 测试失败,LTE28 High-CH in-band emission test fail,Y
L41H014_LTETest_IEM_Fail,L41H0140,ERR_LTETEST_IEM,LTE41 高频in-band emission 测试失败,LTE41 High-CH in-band emission test fail,Y
L01L015_LTETest_ESFL_Fail,L01L0150,ERR_LTETEST_ESFL,LTE01 低频spectrum flatness 测试失败,LTE01 Low-CH spectrum flatness test fail,Y
L03L015_LTETest_ESFL_Fail,L03L0150,ERR_LTETEST_ESFL,LTE03 低频spectrum flatness 测试失败,LTE03 Low-CH spectrum flatness test fail,Y
L07L015_LTETest_ESFL_Fail,L07L0150,ERR_LTETEST_ESFL,LTE07 低频spectrum flatness 测试失败,LTE07 Low-CH spectrum flatness test fail,Y
L08L015_LTETest_ESFL_Fail,L08L0150,ERR_LTETEST_ESFL,LTE08 低频spectrum flatness 测试失败,LTE08 Low-CH spectrum flatness test fail,Y
L20L015_LTETest_ESFL_Fail,L20L0150,ERR_LTETEST_ESFL,LTE20 低频spectrum flatness 测试失败,LTE20 Low-CH spectrum flatness test fail,Y
L28L015_LTETest_ESFL_Fail,L28L0150,ERR_LTETEST_ESFL,LTE28 低频spectrum flatness 测试失败,LTE28 Low-CH spectrum flatness test fail,Y
L41L015_LTETest_ESFL_Fail,L41L0150,ERR_LTETEST_ESFL,LTE41 低频spectrum flatness 测试失败,LTE41 Low-CH spectrum flatness test fail,Y
L01M015_LTETest_ESFL_Fail,L01M0150,ERR_LTETEST_ESFL,LTE01 中频spectrum flatness 测试失败,LTE01 Mid-CH spectrum flatness test fail,Y
L03M015_LTETest_ESFL_Fail,L03M0150,ERR_LTETEST_ESFL,LTE03 中频spectrum flatness 测试失败,LTE03 Mid-CH spectrum flatness test fail,Y
L07M015_LTETest_ESFL_Fail,L07M0150,ERR_LTETEST_ESFL,LTE07 中频spectrum flatness 测试失败,LTE07 Mid-CH spectrum flatness test fail,Y
L08M015_LTETest_ESFL_Fail,L08M0150,ERR_LTETEST_ESFL,LTE08 中频spectrum flatness 测试失败,LTE08 Mid-CH spectrum flatness test fail,Y
L20M015_LTETest_ESFL_Fail,L20M0150,ERR_LTETEST_ESFL,LTE20 中频spectrum flatness 测试失败,LTE20 Mid-CH spectrum flatness test fail,Y
L28M015_LTETest_ESFL_Fail,L28M0150,ERR_LTETEST_ESFL,LTE28 中频spectrum flatness 测试失败,LTE28 Mid-CH spectrum flatness test fail,Y
L41M015_LTETest_ESFL_Fail,L41M0150,ERR_LTETEST_ESFL,LTE41 中频spectrum flatness 测试失败,LTE41 Mid-CH spectrum flatness test fail,Y
L01H015_LTETest_ESFL_Fail,L01H0150,ERR_LTETEST_ESFL,LTE01 高频spectrum flatness 测试失败,LTE01 High-CH spectrum flatness test fail,Y
L03H015_LTETest_ESFL_Fail,L03H0150,ERR_LTETEST_ESFL,LTE03 高频spectrum flatness 测试失败,LTE03 High-CH spectrum flatness test fail,Y
L07H015_LTETest_ESFL_Fail,L07H0150,ERR_LTETEST_ESFL,LTE07 高频spectrum flatness 测试失败,LTE07 High-CH spectrum flatness test fail,Y
L08H015_LTETest_ESFL_Fail,L08H0150,ERR_LTETEST_ESFL,LTE08 高频spectrum flatness 测试失败,LTE08 High-CH spectrum flatness test fail,Y
L20H015_LTETest_ESFL_Fail,L20H0150,ERR_LTETEST_ESFL,LTE20 高频spectrum flatness 测试失败,LTE20 High-CH spectrum flatness test fail,Y
L28H015_LTETest_ESFL_Fail,L28H0150,ERR_LTETEST_ESFL,LTE28 高频spectrum flatness 测试失败,LTE28 High-CH spectrum flatness test fail,Y
L41H015_LTETest_ESFL_Fail,L41H0150,ERR_LTETEST_ESFL,LTE41 高频spectrum flatness 测试失败,LTE41 High-CH spectrum flatness test fail,Y
L01L016_LTETest_Trans_Power_Fail,L01L0160,ERR_LTETEST_Trans_Power,LTE01 低频TransPower 测试失败,LTE01 Low-CH TransPower test fail,Y
L03L016_LTETest_Trans_Power_Fail,L03L0160,ERR_LTETEST_Trans_Power,LTE03 低频TransPower 测试失败,LTE03 Low-CH TransPower test fail,Y
L07L016_LTETest_Trans_Power_Fail,L07L0160,ERR_LTETEST_Trans_Power,LTE07 低频TransPower 测试失败,LTE07 Low-CH TransPower test fail,Y
L08L016_LTETest_Trans_Power_Fail,L08L0160,ERR_LTETEST_Trans_Power,LTE08 低频TransPower 测试失败,LTE08 Low-CH TransPower test fail,Y
L20L016_LTETest_Trans_Power_Fail,L20L0160,ERR_LTETEST_Trans_Power,LTE20 低频TransPower 测试失败,LTE20 Low-CH TransPower test fail,Y
L28L016_LTETest_Trans_Power_Fail,L28L0160,ERR_LTETEST_Trans_Power,LTE28 低频TransPower 测试失败,LTE28 Low-CH TransPower test fail,Y
L41L016_LTETest_Trans_Power_Fail,L41L0160,ERR_LTETEST_Trans_Power,LTE41 低频TransPower 测试失败,LTE41 Low-CH TransPower test fail,Y
L01M016_LTETest_Trans_Power_Fail,L01M0160,ERR_LTETEST_Trans_Power,LTE01 中频TransPower 测试失败,LTE01 Mid-CH TransPower test fail,Y
L03M016_LTETest_Trans_Power_Fail,L03M0160,ERR_LTETEST_Trans_Power,LTE03 中频TransPower 测试失败,LTE03 Mid-CH TransPower test fail,Y
L07M016_LTETest_Trans_Power_Fail,L07M0160,ERR_LTETEST_Trans_Power,LTE07 中频TransPower 测试失败,LTE07 Mid-CH TransPower test fail,Y
L08M016_LTETest_Trans_Power_Fail,L08M0160,ERR_LTETEST_Trans_Power,LTE08 中频TransPower 测试失败,LTE08 Mid-CH TransPower test fail,Y
L20M016_LTETest_Trans_Power_Fail,L20M0160,ERR_LTETEST_Trans_Power,LTE20 中频TransPower 测试失败,LTE20 Mid-CH TransPower test fail,Y
L28M016_LTETest_Trans_Power_Fail,L28M0160,ERR_LTETEST_Trans_Power,LTE28 中频TransPower 测试失败,LTE28 Mid-CH TransPower test fail,Y
L41M016_LTETest_Trans_Power_Fail,L41M0160,ERR_LTETEST_Trans_Power,LTE41 中频TransPower 测试失败,LTE41 Mid-CH TransPower test fail,Y
L01H016_LTETest_Trans_Power_Fail,L01H0160,ERR_LTETEST_Trans_Power,LTE01 高频TransPower 测试失败,LTE01 High-CH TransPower test fail,Y
L03H016_LTETest_Trans_Power_Fail,L03H0160,ERR_LTETEST_Trans_Power,LTE03 高频TransPower 测试失败,LTE03 High-CH TransPower test fail,Y
L07H016_LTETest_Trans_Power_Fail,L07H0160,ERR_LTETEST_Trans_Power,LTE07 高频TransPower 测试失败,LTE07 High-CH TransPower test fail,Y
L08H016_LTETest_Trans_Power_Fail,L08H0160,ERR_LTETEST_Trans_Power,LTE08 高频TransPower 测试失败,LTE08 High-CH TransPower test fail,Y
L20H016_LTETest_Trans_Power_Fail,L20H0160,ERR_LTETEST_Trans_Power,LTE20 高频TransPower 测试失败,LTE20 High-CH TransPower test fail,Y
L28H016_LTETest_Trans_Power_Fail,L28H0160,ERR_LTETEST_Trans_Power,LTE28 高频TransPower 测试失败,LTE28 High-CH TransPower test fail,Y
L41H016_LTETest_Trans_Power_Fail,L41H0160,ERR_LTETEST_Trans_Power,LTE41 高频TransPower 测试失败,LTE41 High-CH TransPower test fail,Y
L01L0170_LTETest_Min_RxSens_Fail,L01L0170,ERR_LTETEST_MIN_RXSENS,LTE01 低频 LTE搜尋Rx Min. Sensitivity失敗,LTE01 低频 Search LTE Min. Sensitivity Fail,Y
L03L0170_LTETest_Min_RxSens_Fail,L03L0170,ERR_LTETEST_MIN_RXSENS,LTE03 低频 LTE搜尋Rx Min. Sensitivity失敗,LTE03 低频 Search LTE Min. Sensitivity Fail,Y
L07L0170_LTETest_Min_RxSens_Fail,L07L0170,ERR_LTETEST_MIN_RXSENS,LTE07 低频 LTE搜尋Rx Min. Sensitivity失敗,LTE07 低频 Search LTE Min. Sensitivity Fail,Y
L08L0170_LTETest_Min_RxSens_Fail,L08L0170,ERR_LTETEST_MIN_RXSENS,LTE08 低频 LTE搜尋Rx Min. Sensitivity失敗,LTE08 低频 Search LTE Min. Sensitivity Fail,Y
L20L0170_LTETest_Min_RxSens_Fail,L20L0170,ERR_LTETEST_MIN_RXSENS,LTE20 低频 LTE搜尋Rx Min. Sensitivity失敗,LTE20 低频 Search LTE Min. Sensitivity Fail,Y
L28L0170_LTETest_Min_RxSens_Fail,L28L0170,ERR_LTETEST_MIN_RXSENS,LTE28 低频 LTE搜尋Rx Min. Sensitivity失敗,LTE28 低频 Search LTE Min. Sensitivity Fail,Y
L41L0170_LTETest_Min_RxSens_Fail,L41L0170,ERR_LTETEST_MIN_RXSENS,LTE41 低频 LTE搜尋Rx Min. Sensitivity失敗,LTE41 低频 Search LTE Min. Sensitivity Fail,Y
L01M0170_LTETest_Min_RxSens_Fail,L01M0170,ERR_LTETEST_MIN_RXSENS,LTE01 中频 LTE搜尋Rx Min. Sensitivity失敗,LTE01 中频 Search LTE Min. Sensitivity Fail,Y
L03M0170_LTETest_Min_RxSens_Fail,L03M0170,ERR_LTETEST_MIN_RXSENS,LTE03 中频 LTE搜尋Rx Min. Sensitivity失敗,LTE03 中频 Search LTE Min. Sensitivity Fail,Y
L07M0170_LTETest_Min_RxSens_Fail,L07M0170,ERR_LTETEST_MIN_RXSENS,LTE07 中频 LTE搜尋Rx Min. Sensitivity失敗,LTE07 中频 Search LTE Min. Sensitivity Fail,Y
L08M0170_LTETest_Min_RxSens_Fail,L08M0170,ERR_LTETEST_MIN_RXSENS,LTE08 中频 LTE搜尋Rx Min. Sensitivity失敗,LTE08 中频 Search LTE Min. Sensitivity Fail,Y
L20M0170_LTETest_Min_RxSens_Fail,L20M0170,ERR_LTETEST_MIN_RXSENS,LTE20 中频 LTE搜尋Rx Min. Sensitivity失敗,LTE20 中频 Search LTE Min. Sensitivity Fail,Y
L28M0170_LTETest_Min_RxSens_Fail,L28M0170,ERR_LTETEST_MIN_RXSENS,LTE28 中频 LTE搜尋Rx Min. Sensitivity失敗,LTE28 中频 Search LTE Min. Sensitivity Fail,Y
L41M0170_LTETest_Min_RxSens_Fail,L41M0170,ERR_LTETEST_MIN_RXSENS,LTE41 中频 LTE搜尋Rx Min. Sensitivity失敗,LTE41 中频 Search LTE Min. Sensitivity Fail,Y
L01H0170_LTETest_Min_RxSens_Fail,L01H0170,ERR_LTETEST_MIN_RXSENS,LTE01 高频 LTE搜尋Rx Min. Sensitivity失敗,LTE01 高频 Search LTE Min. Sensitivity Fail,Y
L03H0170_LTETest_Min_RxSens_Fail,L03H0170,ERR_LTETEST_MIN_RXSENS,LTE03 高频 LTE搜尋Rx Min. Sensitivity失敗,LTE03 高频 Search LTE Min. Sensitivity Fail,Y
L07H0170_LTETest_Min_RxSens_Fail,L07H0170,ERR_LTETEST_MIN_RXSENS,LTE07 高频 LTE搜尋Rx Min. Sensitivity失敗,LTE07 高频 Search LTE Min. Sensitivity Fail,Y
L08H0170_LTETest_Min_RxSens_Fail,L08H0170,ERR_LTETEST_MIN_RXSENS,LTE08 高频 LTE搜尋Rx Min. Sensitivity失敗,LTE08 高频 Search LTE Min. Sensitivity Fail,Y
L20H0170_LTETest_Min_RxSens_Fail,L20H0170,ERR_LTETEST_MIN_RXSENS,LTE20 高频 LTE搜尋Rx Min. Sensitivity失敗,LTE20 高频 Search LTE Min. Sensitivity Fail,Y
L28H0170_LTETest_Min_RxSens_Fail,L28H0170,ERR_LTETEST_MIN_RXSENS,LTE28 高频 LTE搜尋Rx Min. Sensitivity失敗,LTE28 高频 Search LTE Min. Sensitivity Fail,Y
L41H0170_LTETest_Min_RxSens_Fail,L41H0170,ERR_LTETEST_MIN_RXSENS,LTE41 高频 LTE搜尋Rx Min. Sensitivity失敗,LTE41 高频 Search LTE Min. Sensitivity Fail,Y
//**LTE DRX test spec error,,,,,
L01L030_LTETest_DRX_BER_Fail,L01L0300,ERR_LTETEST_DRX_BER,LTE01 低频DRX BER 测试失败,LTE01 Low-CH DRX BER test fail,Y
L03L030_LTETest_DRX_BER_Fail,L03L0300,ERR_LTETEST_DRX_BER,LTE03 低频DRX BER 测试失败,LTE03 Low-CH DRX BER test fail,Y
L07L030_LTETest_DRX_BER_Fail,L07L0300,ERR_LTETEST_DRX_BER,LTE07 低频DRX BER 测试失败,LTE07 Low-CH DRX BER test fail,Y
L08L030_LTETest_DRX_BER_Fail,L08L0300,ERR_LTETEST_DRX_BER,LTE08 低频DRX BER 测试失败,LTE08 Low-CH DRX BER test fail,Y
L20L030_LTETest_DRX_BER_Fail,L20L0300,ERR_LTETEST_DRX_BER,LTE20 低频DRX BER 测试失败,LTE20 Low-CH DRX BER test fail,Y
L28L030_LTETest_DRX_BER_Fail,L28L0300,ERR_LTETEST_DRX_BER,LTE28 低频DRX BER 测试失败,LTE28 Low-CH DRX BER test fail,Y
L41L030_LTETest_DRX_BER_Fail,L41L0300,ERR_LTETEST_DRX_BER,LTE41 低频DRX BER 测试失败,LTE41 Low-CH DRX BER test fail,Y
L01M030_LTETest_DRX_BER_Fail,L01M0300,ERR_LTETEST_DRX_BER,LTE01 中频DRX BER 测试失败,LTE01 Mid-CH DRX BER test fail,Y
L03M030_LTETest_DRX_BER_Fail,L03M0300,ERR_LTETEST_DRX_BER,LTE03 中频DRX BER 测试失败,LTE03 Mid-CH DRX BER test fail,Y
L07M030_LTETest_DRX_BER_Fail,L07M0300,ERR_LTETEST_DRX_BER,LTE07 中频DRX BER 测试失败,LTE07 Mid-CH DRX BER test fail,Y
L08M030_LTETest_DRX_BER_Fail,L08M0300,ERR_LTETEST_DRX_BER,LTE08 中频DRX BER 测试失败,LTE08 Mid-CH DRX BER test fail,Y
L20M030_LTETest_DRX_BER_Fail,L20M0300,ERR_LTETEST_DRX_BER,LTE20 中频DRX BER 测试失败,LTE20 Mid-CH DRX BER test fail,Y
L28M030_LTETest_DRX_BER_Fail,L28M0300,ERR_LTETEST_DRX_BER,LTE28 中频DRX BER 测试失败,LTE28 Mid-CH DRX BER test fail,Y
L41M030_LTETest_DRX_BER_Fail,L41M0300,ERR_LTETEST_DRX_BER,LTE41 中频DRX BER 测试失败,LTE41 Mid-CH DRX BER test fail,Y
L01H030_LTETest_DRX_BER_Fail,L01H0300,ERR_LTETEST_DRX_BER,LTE01 高频DRX BER 测试失败,LTE01 High-CH DRX BER test fail,Y
L03H030_LTETest_DRX_BER_Fail,L03H0300,ERR_LTETEST_DRX_BER,LTE03 高频DRX BER 测试失败,LTE03 High-CH DRX BER test fail,Y
L07H030_LTETest_DRX_BER_Fail,L07H0300,ERR_LTETEST_DRX_BER,LTE07 高频DRX BER 测试失败,LTE07 High-CH DRX BER test fail,Y
L08H030_LTETest_DRX_BER_Fail,L08H0300,ERR_LTETEST_DRX_BER,LTE08 高频DRX BER 测试失败,LTE08 High-CH DRX BER test fail,Y
L20H030_LTETest_DRX_BER_Fail,L20H0300,ERR_LTETEST_DRX_BER,LTE20 高频DRX BER 测试失败,LTE20 High-CH DRX BER test fail,Y
L28H030_LTETest_DRX_BER_Fail,L28H0300,ERR_LTETEST_DRX_BER,LTE28 高频DRX BER 测试失败,LTE28 High-CH DRX BER test fail,Y
L41H030_LTETest_DRX_BER_Fail,L41H0300,ERR_LTETEST_DRX_BER,LTE41 高频DRX BER 测试失败,LTE41 High-CH DRX BER test fail,Y
L01L031_LTETest_DRX_Sens_Fail,L01L0310,ERR_LTETEST_DRX_SENS,LTE01 低频DRX Sensitivity 测试失败,LTE01 Low-CH DRX Sensitivity test fail,Y
L03L031_LTETest_DRX_Sens_Fail,L03L0310,ERR_LTETEST_DRX_SENS,LTE03 低频DRX Sensitivity 测试失败,LTE03 Low-CH DRX Sensitivity test fail,Y
L07L031_LTETest_DRX_Sens_Fail,L07L0310,ERR_LTETEST_DRX_SENS,LTE07 低频DRX Sensitivity 测试失败,LTE07 Low-CH DRX Sensitivity test fail,Y
L08L031_LTETest_DRX_Sens_Fail,L08L0310,ERR_LTETEST_DRX_SENS,LTE08 低频DRX Sensitivity 测试失败,LTE08 Low-CH DRX Sensitivity test fail,Y
L20L031_LTETest_DRX_Sens_Fail,L20L0310,ERR_LTETEST_DRX_SENS,LTE20 低频DRX Sensitivity 测试失败,LTE20 Low-CH DRX Sensitivity test fail,Y
L28L031_LTETest_DRX_Sens_Fail,L28L0310,ERR_LTETEST_DRX_SENS,LTE28 低频DRX Sensitivity 测试失败,LTE28 Low-CH DRX Sensitivity test fail,Y
L41L031_LTETest_DRX_Sens_Fail,L41L0310,ERR_LTETEST_DRX_SENS,LTE41 低频DRX Sensitivity 测试失败,LTE41 Low-CH DRX Sensitivity test fail,Y
L01M031_LTETest_DRX_Sens_Fail,L01M0310,ERR_LTETEST_DRX_SENS,LTE01 中频DRX Sensitivity 测试失败,LTE01 Mid-CH DRX Sensitivity test fail,Y
L03M031_LTETest_DRX_Sens_Fail,L03M0310,ERR_LTETEST_DRX_SENS,LTE03 中频DRX Sensitivity 测试失败,LTE03 Mid-CH DRX Sensitivity test fail,Y
L07M031_LTETest_DRX_Sens_Fail,L07M0310,ERR_LTETEST_DRX_SENS,LTE07 中频DRX Sensitivity 测试失败,LTE07 Mid-CH DRX Sensitivity test fail,Y
L08M031_LTETest_DRX_Sens_Fail,L08M0310,ERR_LTETEST_DRX_SENS,LTE08 中频DRX Sensitivity 测试失败,LTE08 Mid-CH DRX Sensitivity test fail,Y
L20M031_LTETest_DRX_Sens_Fail,L20M0310,ERR_LTETEST_DRX_SENS,LTE20 中频DRX Sensitivity 测试失败,LTE20 Mid-CH DRX Sensitivity test fail,Y
L28M031_LTETest_DRX_Sens_Fail,L28M0310,ERR_LTETEST_DRX_SENS,LTE28 中频DRX Sensitivity 测试失败,LTE28 Mid-CH DRX Sensitivity test fail,Y
L41M031_LTETest_DRX_Sens_Fail,L41M0310,ERR_LTETEST_DRX_SENS,LTE41 中频DRX Sensitivity 测试失败,LTE41 Mid-CH DRX Sensitivity test fail,Y
L01H031_LTETest_DRX_Sens_Fail,L01H0310,ERR_LTETEST_DRX_SENS,LTE01 高频DRX Sensitivity 测试失败,LTE01 High-CH DRX Sensitivity test fail,Y
L03H031_LTETest_DRX_Sens_Fail,L03H0310,ERR_LTETEST_DRX_SENS,LTE03 高频DRX Sensitivity 测试失败,LTE03 High-CH DRX Sensitivity test fail,Y
L07H031_LTETest_DRX_Sens_Fail,L07H0310,ERR_LTETEST_DRX_SENS,LTE07 高频DRX Sensitivity 测试失败,LTE07 High-CH DRX Sensitivity test fail,Y
L08H031_LTETest_DRX_Sens_Fail,L08H0310,ERR_LTETEST_DRX_SENS,LTE08 高频DRX Sensitivity 测试失败,LTE08 High-CH DRX Sensitivity test fail,Y
L20H031_LTETest_DRX_Sens_Fail,L20H0310,ERR_LTETEST_DRX_SENS,LTE20 高频DRX Sensitivity 测试失败,LTE20 High-CH DRX Sensitivity test fail,Y
L28H031_LTETest_DRX_Sens_Fail,L28H0310,ERR_LTETEST_DRX_SENS,LTE28 高频DRX Sensitivity 测试失败,LTE28 High-CH DRX Sensitivity test fail,Y
L41H031_LTETest_DRX_Sens_Fail,L41H0310,ERR_LTETEST_DRX_SENS,LTE41 高频DRX Sensitivity 测试失败,LTE41 High-CH DRX Sensitivity test fail,Y
L01L032_LTETest_DRX_MaxInput_Fail,L01L0320,ERR_LTETEST_DRX_MAX_INPUT,LTE01 低频DRX Max Input 测试失败,LTE01 Low-CH DRX Max Input test fail,Y
L03L032_LTETest_DRX_MaxInput_Fail,L03L0320,ERR_LTETEST_DRX_MAX_INPUT,LTE03 低频DRX Max Input 测试失败,LTE03 Low-CH DRX Max Input test fail,Y
L07L032_LTETest_DRX_MaxInput_Fail,L07L0320,ERR_LTETEST_DRX_MAX_INPUT,LTE07 低频DRX Max Input 测试失败,LTE07 Low-CH DRX Max Input test fail,Y
L08L032_LTETest_DRX_MaxInput_Fail,L08L0320,ERR_LTETEST_DRX_MAX_INPUT,LTE08 低频DRX Max Input 测试失败,LTE08 Low-CH DRX Max Input test fail,Y
L20L032_LTETest_DRX_MaxInput_Fail,L20L0320,ERR_LTETEST_DRX_MAX_INPUT,LTE20 低频DRX Max Input 测试失败,LTE20 Low-CH DRX Max Input test fail,Y
L28L032_LTETest_DRX_MaxInput_Fail,L28L0320,ERR_LTETEST_DRX_MAX_INPUT,LTE28 低频DRX Max Input 测试失败,LTE28 Low-CH DRX Max Input test fail,Y
L41L032_LTETest_DRX_MaxInput_Fail,L41L0320,ERR_LTETEST_DRX_MAX_INPUT,LTE41 低频DRX Max Input 测试失败,LTE41 Low-CH DRX Max Input test fail,Y
L01M032_LTETest_DRX_MaxInput_Fail,L01M0320,ERR_LTETEST_DRX_MAX_INPUT,LTE01 中频DRX Max Input 测试失败,LTE01 Mid-CH DRX Max Input test fail,Y
L03M032_LTETest_DRX_MaxInput_Fail,L03M0320,ERR_LTETEST_DRX_MAX_INPUT,LTE03 中频DRX Max Input 测试失败,LTE03 Mid-CH DRX Max Input test fail,Y
L07M032_LTETest_DRX_MaxInput_Fail,L07M0320,ERR_LTETEST_DRX_MAX_INPUT,LTE07 中频DRX Max Input 测试失败,LTE07 Mid-CH DRX Max Input test fail,Y
L08M032_LTETest_DRX_MaxInput_Fail,L08M0320,ERR_LTETEST_DRX_MAX_INPUT,LTE08 中频DRX Max Input 测试失败,LTE08 Mid-CH DRX Max Input test fail,Y
L20M032_LTETest_DRX_MaxInput_Fail,L20M0320,ERR_LTETEST_DRX_MAX_INPUT,LTE20 中频DRX Max Input 测试失败,LTE20 Mid-CH DRX Max Input test fail,Y
L28M032_LTETest_DRX_MaxInput_Fail,L28M0320,ERR_LTETEST_DRX_MAX_INPUT,LTE28 中频DRX Max Input 测试失败,LTE28 Mid-CH DRX Max Input test fail,Y
L41M032_LTETest_DRX_MaxInput_Fail,L41M0320,ERR_LTETEST_DRX_MAX_INPUT,LTE41 中频DRX Max Input 测试失败,LTE41 Mid-CH DRX Max Input test fail,Y
L01H032_LTETest_DRX_MaxInput_Fail,L01H0320,ERR_LTETEST_DRX_MAX_INPUT,LTE01 高频DRX Max Input 测试失败,LTE01 High-CH DRX Max Input test fail,Y
